prod-id,cat-id,sub-cat-id,name-eng,model,model-sub-title,model-title,product-specification,technical-specification,features,home,video,pdf,brochure-pdf,user-manual-pdf,is-show-24-month-icon,is-show-12-month-icon,is-show-nsic-icon,is-show-fmtti-icon,is-show-german-icon,banner-image,specification-dark-img,specification-light-img,ft,hc,ordering,meta-title,meta-desc,fast-movinng-pdf,workshop-pdf,specification-left-img
17,1,21,ENGINE 2 STROKES,BON-E-2S-26,ENGINE 2 STROKES,Displacement 26 CC,"[[""Engine"",""1.20 HP""],[""Application"",""Suitable for brush cutter, backpack sprayer""],[""Engine Type"",""Single Cylinder, Air Cooled, 2 Stroke, Gasoline Engine""],[""Diameter x Stroke"",""34 x 28 mm""],[""Maximum Speed"",""10000 \u00b1 500 rpm""],[""Maximum Torque"",""1.3-1.4nm""],[""Fuel Tank Capacity"",""550Ml""],[""Air Filter"",""Dry""],[""Spark plug"",""BM6A""],[""Boot"",""Recoil Start with Easy Start Feature""]]",,,0,,ENGINE 2 STROKE HIGH ROTATION PARTS.pdf,,,No,Yes,No,No,Yes,,,,,,2,,,,,
18,1,0,ENGINE 2 STROKES, BON-E-2S-33,ENGINE 2 STROKES,Displacement 33 CC,"[[""Motor"",""2 HP""],[""Aplicaci\u00f3n"",""Adecuado para desbrozadora, rociador de mochila""],[""Tipo De Motor"",""Cilindro Simple, Refrigerado Por Aire, 2 Tiempos, Motor De Gasolina""],[""Di\u00e1metro X Carrera"",""36 X 32 mm""],[""Velocidad M\u00e1xima"","" 10000 \u00b1 500 rpm""],[""Par M\u00e1ximo"",""1.6-1.8 nm""],[""Capacidad Del Tanque De Combustible"","" 800ml""],[""Filtro De Aire"",""Seco""],[""Bujia"",""BM6A""],[""Arranque"",""Arranque Retroceso Con La Funci\u00f3n De Arranque F\u00e1cil""]]",,,0,,ENGINE 2 STROKE HIGH ROTATION PARTS.pdf,,,No,Yes,Yes,Yes,Yes,,,,,,3,,,,,
19,1,0,ENGINE 2 STROKES, BON-E-2S-43,ENGINE 2 STROKES,Displacement 43 CC,"[[""Motor"",""2,5 HP""],[""Aplicaci\u00f3n"",""Adecuado para desbrozadora, rociador de mochila""],[""Tipo De Motor"",""Cilindro Simple, Refrigerado Por Aire, 2 Tiempos, Motor De Gasolina""],[""Di\u00e1metro X Carrera"",""40 X 34 mm""],[""Velocidad M\u00e1xima"","" 10000 \u00b1 500 rpm""],[""Par M\u00e1ximo"",""2.0-2.1 nm""],[""Capacidad Del Tanque De Combustible"",""1.1000ml""],[""Filtro De Aire"",""Seco""],[""Bujia"",""BM6A""],[""Arranque"",""Arranque Retroceso Con La Funci\u00f3n De Arranque F\u00e1cil""]]",,,0,,ENGINE 2 STROKE HIGH ROTATION PARTS.pdf,,,No,Yes,Yes,Yes,Yes,,,,,,4,,,,,
20,1,0,ENGINE 2 STROKES, BON-E-2S-52,ENGINE 2 STROKES,Displacement 52 CC,"[[""Motor"",""3 HP""],[""Aplicaci\u00f3n"",""Adecuado para desbrozadora, rociador de mochila""],[""Tipo De Motor"","" Cilindro Simple, Refrigerado Por Aire, 2 Tiempos, Motor De Gasolina""],[""Di\u00e1metro X Carrera"","" 44 X 34 mm""],[""Velocidad M\u00e1xima"","" 10000 \u00b1 500 rpm""],[""Par M\u00e1ximo"",""2.4-2.5 nm""],[""Capacidad Del Tanque De Combustible"",""1.1000ml""],[""Filtro De Aire"",""Seco""],[""Bujia"",""BM6A""],[""Arranque"",""Arranque Retroceso Con La Funci\u00f3n De Arranque F\u00e1cil""]]",,,0,,ENGINE 2 STROKE HIGH ROTATION PARTS.pdf,,,No,Yes,Yes,Yes,Yes,,,,,,5,,,,,
23,2,76,LAWN MOWER,BON-P-LM22,Lawn Mower,CUTTING WIDTH - 22 INCHES,"[[""Drive system"",""Self-propelled""],[""Engine model"",""Y170V OHV EURO V""],[""Engine power info (cc\/kw\/rpm) "",""170\/3.6\/2800""],[""Blade"",""4 WINGS BLADE""],[""Fuel tank volume (l)"",""0.9""],[""Oil volume (l)"",""0.5""],[""Deck material"","" Steel""],[""Cutting width (mm\/inches)"",""508mm\/20inches""],[""Cutting height adjustment"",""Central Height Adjustment""],[""Cutting height (mm)"",""25-75mm with 6 positions""],[""Wheel size (inches) (Front\/rear)"",""8 inch (front)\/11 inch (rear)""],[""Gearbox"",""Gerneral Transmissions""],[""Plastic front handle"",""yes""],[""Function"",""rear discharge, Side-discharge, Mulching""],[""Grass collector capacity (l)"",""65L""]]","&lt;ul class=&quot;-list-section&quot;&gt;
      &lt;li&gt; Petrol Lawn Mower is the self propelled solution to your lawn mowing problems.&lt;/li&gt;
      &lt;li&gt; The powerful lawn mover comes with 4 wings with the central height adjustment blade 1600 Watt Motor has a rotating blade with 65 Litre grass collector capacity.&lt;/li&gt;
      &lt;li&gt; It is a heavy duty self propelled lawn mover used for moving large lawns,with the Heavy duty steel chassis&lt;/li&gt;
  &lt;/ul&gt;",,0,,,,LAWN-MOWER-BON-P-LM-22-MANUAL.pdf,No,Yes,No,No,Yes,,,,,,1,,,,,
24,3,77,GASOLINE WATER PUMP,BON-P-WP1.0-31,GASOLINE WATER PUMP,INLET/OUTLET- 1 INCH -31 CC,"[[""Pump type"",""Self-priming""],[""Maximum power"",""2 HP \/ 7000 rpm""],[""Maximum pumping capacity"",""8000 liters per hour""],[""Starting system"",""Retractable""],[""Suction diameter"",""1.0 inch""],[""Discharge Diameter"",""1.0 Inch""],[""Total elevation"",""29 Meters""],[""Suction height"",""7 Meters""],[""Fuel tank size"",""0.5 Liters""],[""Recommended oil"",""SAE10W-30""],[""Compression Ratio"",""8.0:1""],[""Volute"",""Aluminum""],[""Impeller"",""Aluminum""],[""Mechanical Seal"",""Carbon\/Ceramic""]]","&lt;ul&gt;
	&lt;li&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/ohv&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;OHV&lt;/strong&gt;&lt;/a&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;Perfect for homeowners, gardeners, boat owners, and more&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Lightweight&lt;/strong&gt;&lt;/li&gt;
	&lt;li&gt;Garden hose adaptor, suction hose, clamps, and strainer included&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Advanced pump design for superior durability and performance&lt;/strong&gt;&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Uses regular gasoline - no mixing of oil and gas!&lt;/strong&gt;&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Easier priming&lt;/strong&gt;&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Easy starting bonhoeffer mini 4-stroke commercial engine&lt;/strong&gt;&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;Compact and Powerful Pump&lt;/h2&gt;

&lt;p&gt;The BON-P-WP1.0-31 gasoline water pump is small but powerful, with a 2 HP engine running at 7000 rpm. It can pump up to 8,000 liters of water per hour, making it great for smaller jobs. The self-priming design and easy retractable start make it simple to use, perfect for home or light commercial use.&lt;/p&gt;

&lt;h3&gt;Lightweight and Durable&lt;/h3&gt;

&lt;p&gt;The BON-P-WP1.0-31 is built with strong but lightweight aluminum parts, making it easy to move around while still being tough. The carbon and ceramic mechanical seal helps prevent leaks, ensuring reliable operation. Whether you&amp;#39;re watering the garden or pumping water from a well, this pump is a durable and dependable choice.&lt;/p&gt;
",0,https://www.youtube.com/embed/-NQEXQXhIlc,BON-P-WP1.0-31.pdf,BON-P-WP1.0-31.pdf,BON-P-WP1.0-31.pdf,Yes,No,No,No,Yes,product-banner-1647454667-905e20f13cee92cb757b.jpg,specification-dark-1721129007-aa71a890cbda98df88c2.webp,specification-light-1718186352-495c82b0719f1d7ed41c.webp,,,1,BON-P-WP1.0-31 – Powerful Gasoline Water Pump,"The self-priming design and easy retractable start make it simple to use, perfect for home or light commercial use.",BON-P-WP1.0-31.pdf,workshop-water-pump.pdf,specification-left-1718186339-850cc03e19fb1858ca2f.webp
25,3,77,GASOLINE WATER PUMP,BON-P-WP1.5-79,GASOLINE WATER PUMP,"Engine Power : 79 CC
","[[""Pump Type"",""Centrifugal Self Priming, Monoblock Horizontal with Mechanical Seal""],[""Displacement (CC)"",""79""],[""Engine Power (HP)"",""2""],[""Start System"",""Recoil""],[""Suction Port Diameter (mm)"",""38""],[""Discharge Port Diameter (mm)"",""38""],[""Total Head (m)"",""15""],[""Suction Lift (m)"",""6""],[""Maximum Discharge (Litre Per Hour)"",""13000 ""],[""Dry Weight (kg)"",""24""],[""Impeller"",""4 Vane Cast Iron""],[""Compression Ratio"",""8.5:1""],[""Volute"",""Rigid Mounted Cast Iron""],[""Mechanical Seal(Pump case)"",""Silicon Carbide""]]","&lt;ul&gt;
	&lt;li&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/ohv&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;OHV&lt;/strong&gt;&lt;/a&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;Durable silicon carbide mechanical seal&lt;/li&gt;
	&lt;li&gt;4 vane high efficiency impeller&lt;/li&gt;
	&lt;li&gt;Cast iron volute&lt;/li&gt;
	&lt;li&gt;Heavy duty full frame protection&lt;/li&gt;
	&lt;li&gt;Protected by bonhoeffer Oil Alert&amp;reg;&lt;/li&gt;
	&lt;li&gt;Easy starting Bonhoeffer OHV commercial engine&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;BON-P-WP1.5-79: Compact and Efficient Water Pump&lt;/h2&gt;

&lt;p&gt;The BON-P-WP1.5-79 is a compact centrifugal self-priming water pump designed for reliable and efficient performance. Featuring a 2 HP engine with a displacement of 79 CC, this pump delivers a maximum discharge of 13,000 litres per hour. Its 38 mm suction and discharge ports ensure a steady flow of water, while the total head of 15 meters and a suction lift of 6 meters make it suitable for various water transfer needs. The recoil start system offers easy operation, and the pump&amp;rsquo;s dry weight of 24 kg makes it convenient to handle.&lt;/p&gt;

&lt;h3&gt;Durable Pump and Great Choice for Industrial Applications&lt;/h3&gt;

&lt;p&gt;Built for durability, the BON-P-WP1.5-79 includes a 4-vane cast iron impeller and a rigid mounted cast iron volute. The mechanical seal made of silicon carbide enhances the pump&amp;#39;s longevity, providing reliable service over time. With a compression ratio of 8.5:1, this pump combines efficiency with a robust design, making it a great choice for agricultural, residential, and light industrial applications.&lt;/p&gt;
",0,https://www.youtube.com/embed/-NQEXQXhIlc,BON-P-WP1.5-79.pdf,BON-P-WP1.5-79.pdf,ENGLISH-MANUAL-BON-P-WP1.5-79.pdf,Yes,No,No,No,Yes,,specification-dark-1720595587-c6f57f9de1de7946c0df.webp,specification-light-1721380316-1388a5ad449eefe5b3f9.webp,,,2,BON-P-WP1.5-79 - Best Centrifugal Water Pump ,The BON-P-WP1.5-79 is a compact centrifugal self-priming water pump designed for reliable and efficient performance,BON-P-WP1.5-79.pdf,workshop-water-pump.pdf,specification-left-1721380303-b8ff8f89fb2bef9b42a8.webp
26,3,77,GASOLINE WATER PUMP,BON-P-WP2.0-149,GASOLINE WATER PUMP,INLET/OUTLET- 2 INCHES- 149 CC,"[[""Tipo de bomba "","" Autocebante""],[""Potencia m\u00e1xima"","" 5 HP \/ 4000 rpm""],["" Capacidad m\u00e1xima de bombeo "","" 30000 litros por hora""],[""Sistema de arranque "",""Retr\u00e1ctil""],[""Di\u00e1metro del succion "","" 2 Pulgadas""],[""Di\u00e1metro del descarga"","" 2 Pulgadas""],[""Elevaci\u00f3n total "",""25 Metros""],[""Altura de succi\u00f3n "","" 6 Metros""],[""Potencia nominal "",""2,5 kW""],[""Tama\u00f1o tanque combustible"","" 1,2 Litros""],[""Aciete recomendado"",""  SAE10W-30""]]","&lt;ul&gt;
	&lt;li&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/ohv&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;OHV&lt;/strong&gt;&lt;/a&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;Durable silicon carbide mechanical seal&lt;/li&gt;
	&lt;li&gt;4 vane high efficiency impeller&lt;/li&gt;
	&lt;li&gt;Cast iron volute&lt;/li&gt;
	&lt;li&gt;Heavy duty full frame protection&lt;/li&gt;
	&lt;li&gt;Protected by bonhoeffer Oil Alert&amp;reg;&lt;/li&gt;
	&lt;li&gt;Easy starting Bonhoeffer OHV commercial engine&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;BON-P-WP2.0-149: Efficient and Powerful Water Pump&lt;/h2&gt;

&lt;p&gt;The BON-P-WP2.0-149 is a self-priming water pump designed to deliver reliable and efficient performance. With a maximum power of 5 HP at 4000 rpm, this pump can achieve a maximum pumping capacity of 30,000 litres per hour, making it perfect for a wide range of water transfer applications. The pump features a 2-inch suction and discharge diameter, allowing for a strong and steady water flow. Its total elevation capacity of 25 meters and a suction height of 6 meters ensure that it can handle both vertical and horizontal water movement effectively.&lt;/p&gt;

&lt;h3&gt;Optimal Performance for Agriculture and Irrigation&lt;/h3&gt;

&lt;p&gt;Built for ease of use and durability, the BON-P-WP2.0-149 comes with a retractable starting system for quick and convenient operation. It has a rated power of 2.5 kW and is equipped with a 1.2-liter fuel tank, ensuring extended operation times without frequent refuelling. For optimal performance, it is recommended to use SAE10W-30 oil. Whether for agricultural irrigation, dewatering, or other water transfer needs, the BON-P-WP2.0-149 offers a reliable and powerful solution that meets your requirements.&lt;/p&gt;
",0,https://www.youtube.com/embed/-NQEXQXhIlc,BON-P-WP2.0-149.pdf,BON-P-WP2.0-149.pdf,BON-P-WP2.0-149.pdf,Yes,No,No,No,Yes,,specification-dark-1726649540-df9fc6a0ae38c893a27a.webp,specification-light-1721116586-0ea6799f2f87e89b2369.webp,,,3,BON-P-WP2.0-149 – Best Reliable and Efficient Water Pump,"The BON-P-WP2.0-149 is a robust self-priming water pump with a 5 HP engine and a maximum capacity of 30,000 litres per hour.",BON-P-WP2.0-149.pdf,workshop-water-pump.pdf,specification-left-1721116573-bd9681dc746dda8a0d2a.webp
27,3,77,GASOLINE WATER PUMP,BON-P-WP2.0-196,PETROL WATER PUMP,"Engine Power : 196 cc
","[[""Pump Type"",""Centrifugal Self Priming, Monoblock Horizontal With Mechanical Seal""],[""Displacement (CC)"",""196""],[""Engine Power (HP)"",""6.5""],[""Start System"",""Recoil""],[""Suction Port Diameter (mm)"",""51""],[""Discharge Port Diameter (mm)"",""51""],[""Total Head (m)"",""32""],[""Suction Lift (m)"",""8""],[""Maximum Discharge (Litre Per Hour)"",""36000""],[""Dry Weight (kg)"",""24""],[""Impeller"",""4 Vane Cast Iron""],[""Compression Ratio"",""8.5:1""],[""Volute"",""Rigid Mounted Cast Iron""],[""Mechanical Seal(Pump case)"",""Silicon Carbide""]]","&lt;ul&gt;
	&lt;li&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/ohv&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;OHV&lt;/strong&gt;&lt;/a&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;Durable silicon carbide mechanical seal&lt;/li&gt;
	&lt;li&gt;4 vane high efficiency impeller&lt;/li&gt;
	&lt;li&gt;Cast iron volute&lt;/li&gt;
	&lt;li&gt;Heavy duty full frame protection&lt;/li&gt;
	&lt;li&gt;Protected by bonhoeffer Oil Alert&amp;reg;&lt;/li&gt;
	&lt;li&gt;Easy starting bonhoeffer mini 4-stroke commercial engine&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;BON-P-WP2.0-196: Efficient and Reliable Water Pump&lt;/h2&gt;

&lt;p&gt;The BON-P-WP2.0-196 is a centrifugal self-priming, Monoblock horizontal water pump designed for efficiency and reliability. Powered by a 6.5 HP engine with a displacement of 196 CC, this pump can handle a maximum discharge of 36,000 litres per hour. Its robust construction includes a 51 mm suction port and discharge port, making it suitable for a variety of water transfer needs. With a total head of 32 meters and a suction lift of 8 meters, this pump ensures excellent performance in both residential and commercial applications.&lt;/p&gt;

&lt;h3&gt;Built to Long Term Performance&lt;/h3&gt;

&lt;p&gt;Built to last, the BON-P-WP2.0-196 features a durable 4 vane cast iron impeller and a rigid mounted cast iron volute. The silicon carbide mechanical seal in the pump case enhances its durability, ensuring long-term, trouble-free operation. Weighing just 24 kg and equipped with a recoil start system, this pump is easy to use and transport. Whether you need it for irrigation, water supply, or drainage, the BON-P-WP2.0-196 is a reliable and efficient choice for all your water pumping needs.&lt;/p&gt;
",0,https://www.youtube.com/embed/g-Ps-Pz1QJc,BON-P-WP2.0-196.pdf,BON-P-WP2.0-196.pdf,BON-P-WP.pdf,Yes,No,No,No,Yes,,specification-dark-1720593525-2393802d7b2de8177267.webp,specification-light-1718186666-a891eb120c82c540a06a.webp,,,4,BON-P-WP2.0-196 – Centrifugal Self Priming Pump,"The BON-P-WP2.0-196 is a powerful, self-priming water pump with a 6.5 HP engine, capable of discharging 36,000 litres per hour.",BON-P-WP2.0-196.pdf,workshop-water-pump.pdf,specification-left-1718186649-89397e8bd5adf8331fb2.webp
30,3,80,GASOLINE INVERTER,BON-P-GI-2.1KW,GASOLINE INVERTER,MAX . POWER 2.1 KW,"[[""Lifespan"","" 500 h""],[""Frequency (HZ)"","" 50 Hz \/ 60 Hz""],[""Maximum power (KW)"","" 2.1KW""],[""Voltage (V)"","" 230\/120""],[""Maximum fuel tank size (L)"",""4""],[""Operating time at 50% load (H)"","" 5.7 hours""],[""Alternator Material"","" Permanent Magnet""],[""Displacement (cc)"","" 79 cc""],[""Oil Capacity (L)"",""0.5""],[""Test run at rated power"","" 500 h""],[""Waterproof test"","" YES""],[""Power-on test"","" 10000 times""],[""UV test against"","" YES""],[""Tilt test"","" YES""],[""Vibration test"","" YES""]]","&lt;ul&gt;
	&lt;li&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/ohv&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;OHV &lt;/strong&gt;&lt;/a&gt;design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;More power. Same legendary quality&lt;/li&gt;
	&lt;li&gt;Power for refrigerators, hair dryer, small AC units, and much more&lt;/li&gt;
	&lt;li&gt;Lightweight and compact&lt;/li&gt;
	&lt;li&gt;Fuel Efficient &amp;amp; Environmentally Friendly&lt;/li&gt;
	&lt;li&gt;Highly Heat Conductivity Product&amp;rsquo;s with 100% cooper winding&lt;/li&gt;
	&lt;li&gt;Super Quiet operation&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;Portable and Reliable Power with the Gasoline Inverter&lt;/h2&gt;

&lt;p&gt;Looking for a portable and dependable power source? Gasoline Inverter delivers stable energy, perfect for outdoor activities, remote worksites, and backup power during emergencies. Its compact design makes it easy to transport, while its quiet operation ensures minimal disturbance in any setting. Ideal for charging sensitive electronics or running essential tools, this inverter provides unmatched versatility for a variety of applications. Backed by Bonhoeffer&amp;rsquo;s trusted commitment to performance, this unit is a must-have for reliable power wherever you go.&lt;/p&gt;

&lt;h3&gt;Power-Packed Features for Unmatched Performance&lt;/h3&gt;

&lt;p&gt;The &lt;strong&gt;BON-P-GI-2.1KW&lt;/strong&gt; Gasoline Inverter is engineered for top performance, featuring a 79cc displacement engine with a maximum power output of 2.1kW. It runs for up to 5.7 hours at 50% load, thanks to its 4-liter fuel tank and efficient design. The inverter produces clean, stable energy at 50/60 Hz, with voltage options of 230V or 120V. Designed for durability, it includes a permanent magnet alternator, low-oil shutdown, and a 0.5L oil capacity. Tested rigorously with 500 hours of continuous use, waterproof, UV resistance, vibration, and tilt tests, this inverter ensures reliability in every condition.&lt;/p&gt;
",0,,,,BON-P-GI-1.8KW-and-2.1KW-english-manual.pdf,Yes,No,No,No,Yes,product-banner-1647454571-a2c2b9b211a7e641c7d3.jpg,BON-P-GI-2.1KW-en.png,,,,2,BON-P-GI-2.1KW Gasoline Inverter for Portable Power,"Experience portable, reliable power with the BON-P-GI-2.1KW Gasoline Inverter. Enjoy 2.1kW of clean energy for outdoor use, emergencies, or remote tasks.",,gasoline-inverter-workshop-manual.pdf,
32,4,27,DIESEL TILLER, BON-P-DT815,DIESEL TILLER,"POWER 15.0 HP (WATER-COOLED ENGINE)
","[[""Type "","" Single Axle - Dual Purpose for Traction and Drive""],[""Rototilling Width "","" 600 (18 pcs blades)""],[""Tire size "",""6-12""],[""Bore x Stroke (mm * mm) "","" 95 * 115""],[""Piston Exhaust Volume (L) "",""0.815""],[""Compression Ratio "",""17""],[""Engine "","" 13.8 HP""],[""Revolutions "",""2200""]]",,,2,,,,,No,Yes,Yes,Yes,Yes,product-banner-1647453929-d2deb6db44e7693dea38.jpg,,,,,1,,,,,
34,4,30,DIESEL GENERATOR, BON-P-DG-3.5 KW,DIESEL GENERATOR,MAX . POWER 3.5 KW,"[[""Rated Voltage & Frequency "","" 110V\/220V 50Hz\/60Hz""],[""Rated Output 50Hz\/60Hz "","" 2.8KW\/3.2KW""],[""Max. Output 50Hz\/60Hz "","" 3.0KW\/3.5KW""],[""Motor type "","" Brush, Single Phase""],[""Engine Type "",""1-Cylinder, Air cooled,4Stroke, OHV""],[""Start Mode "","" E-Start""],[""Fuel Tank Capacity "","" 11L""],[""Circuit breaker "","" YES""],[""Fuel Indicator "","" YES""],[""Voltage Meter "","" YES""],[""Full load running time "","" 1.8 L\/ Hour, 6 hours""]]",,,1,,,,,No,Yes,Yes,Yes,Yes,product-banner-1647453841-03ba95005ff61333d7ba.jpg,,,,,1,,,,,
35,4,32,DIESEL ENGINE,BON-P-DE-5.0 HP,DIESEL ENGINE,POWER 5.0 HP,"[[""Type of engine "","" AIR COOLED SINGLE CYLINDER VERTICAL 4 STROKE DIESEL ENGINES""],[""Engine "","" 5.00 HP""],[""Starting system "","" Recoil starter""],[""Filter type "","" Dry Filter""],[""Displacement "",""0.227""],[""Speed [rpm] "",""3600""]]",,,2,,DIESEL ENGINE HIGH ROTATION PARTS.pdf,,,No,Yes,No,No,Yes,product-banner-1647453868-d0fe33e53d39b7beaf11.jpg,,,,,1,,,,,
38,5,31,PRESSURE WASHER HOME USE,BON-E-PW-1400W,PRESSURE WASHER HOME USE,POWER 1400 W,"[[""Power"",""1400 W""],[""Voltage "",""127 volts""],[""Frequency"",""60 Hz""],[""Motor"",""brush motor""],[""Working pressure"","" 70 bar""],[""Maximum pressure"",""105 bar""],[""Flow"",""5.5 l \/ min \u201d""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;Compact and Lightweight Design,&lt;/strong&gt; Easy to move and store due to a compact build.&lt;/li&gt;
	&lt;li&gt;Equipped with a &lt;strong&gt; variable spray nozzle&lt;/strong&gt; for switching between high-pressure jets and wider sprays.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Water filter: &lt;/strong&gt;Protects the pump from debris in the water supply.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Wheels and handle: &lt;/strong&gt;Many models include ergonomic handles and wheels for easy transportation.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Eco-Friendly Operation:&lt;/strong&gt; Consumes less water compared to standard garden hoses, using approximately &lt;strong&gt; 50-70% less water. &lt;/strong&gt;&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;Pressure Washer: Your Ultimate Home Cleaning Solution&lt;/h2&gt;

&lt;p&gt;The &lt;strong&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/category/pressure-washer-home-use&quot; target=&quot;-blank&quot;&gt;Pressure Washer&lt;/a&gt;&lt;/strong&gt; is designed to deliver powerful cleaning performance for all your home maintenance needs. With its robust capabilities, this machine simplifies the task of removing dirt, grime, and stains from various surfaces, making it an essential tool for homeowners. Its user-friendly design ensures that anyone can achieve professional-quality results with minimal effort, transforming your cleaning routine into a breeze. You can opt for Bonhoeffer&amp;rsquo;s pressure washer if you are looking for the best ones.&lt;/p&gt;

&lt;h3&gt;A high-performance machine built for effective cleaning and versatility&lt;/h3&gt;

&lt;p&gt;The &lt;strong&gt;BON-E-PW-1400W&lt;/strong&gt; with a power output of 1400 W and operating at 127 volts, it provides reliable performance tailored to everyday cleaning tasks. The brush motor enhances durability and efficiency, while the working pressure of 70 bar ensures effective dirt removal. For tougher jobs, the maximum pressure reaches 105 bar, giving you the power needed for more challenging cleaning tasks. With a flow rate of 5.5 litres per minute, this machine optimizes water usage while delivering outstanding results.&lt;/p&gt;
",0,,BON-E-PW-1400W.pdf,BON-E-PW-1400W.pdf,,No,Yes,No,No,Yes,,specification-dark-1727777808-cf793f4c96ebd6e76fbb.webp,specification-light-1727774813-59f30b4889884af793f9.webp,1370,3375,1, BON-E-PW-140OW Pressure Washer by Bonhoeffer,"The BON-E-PW-1400W Pressure Washer, a powerful home cleaning solution designed for efficient dirt removal and versatile performance on various surfaces.",BON-E-PW-1400W.pdf,,specification-left-1727774804-c2ce717186ae0458235d.webp
